Station,Type,line,Longitude,Latitude,Aliases
"Rüti ZH, Sportplatz",bus station,885,8.8416809,47.2502527,ruti zh sportplz|rutizhsportplatz
"Rüti ZH, Steinacher",bus station,884|888,8.8566761,47.2532267,rutizhsteinacher
"Rüti ZH, Steinstrasse",bus station,884|888,8.8587229,47.2511954,ruti zh steinstr|rutizhsteinstrasse|steinstr|steinstrasse
"Rüti ZH, Unterwiesstrasse",bus station,885|888,8.8457608,47.2556725,ruti zh unterwiesstr|rutizhunterwiesstrasse|unterwiesstr|unterwiesstrasse
"Rüti ZH, Waldau",bus station,880,8.839257,47.2606006,rutizhwaldau|waldau
"Rüti ZH, Weier",bus station,631|888,8.8669893,47.2535041,rutizhweier|weier
"Rüti ZH, Würzhalde",bus station,854|885|N85,8.8668483,47.2650298,rutizhwurzhalde|wurzhalde
Saland,train station,S26,8.8540969,47.3942234,
"Saland, Bahnhof",bus station,EV1|EV2,8.8544201,47.3939226,salandbahnhof
"Saland, Dillhus",bus station,835|837|N82,8.8592139,47.3809369,dillhus|salanddillhus
"Saland, Dorf",bus station,835|837|N82,8.852999,47.3907915,salanddorf
"Saland, Juckeren",bus station,835|837|N82,8.8571294,47.386216,juckeren|salandjuckeren
"Saland, Laubberg",bus station,835|837|N82,8.84348,47.3844668,laubberg|salandlaubberg
Samstagern,train station,40|RE|RE25|S13|S40|SN13|VAE,8.6862831,47.1913007,
"Samstagern, Bahnhof",bus station,170|180|EV1|N29,8.6854532,47.1919304,samstagernbahnhof
"Samstagern, Drei Eichen",bus station,170|N29,8.6800455,47.1920608,drei eichen|dreieichen|samstagerndreieichen
"Samstagern, Frohberg",bus station,170|EV1|N29,8.6868649,47.1992647,samstagernfrohberg
"Samstagern, Fälmis",bus station,170|N29,8.677532,47.1900908,falmis|samstagernfalmis
"Samstagern, Im Walder",bus station,170|N29,8.6791014,47.1945988,samstagernimwalder
"Samstagern, Sagenbach",bus station,170|N29,8.6818798,47.1971686,sagenbach|samstagernsagenbach
"Samstagern, Zopfschmitten",bus station,170|N29,8.675577,47.1922888,samstagernzopfschmitten|zopfschmitten
"Sarmenstorf, Altersheim",bus station,340|N32,8.2518629,47.3156148,sarmenstorfaltersheim
"Sarmenstorf, Kirche",bus station,340|N32,8.2522339,47.3139211,sarmenstorfkirche
"Sarmenstorf, Schulhaus",bus station,340|N32,8.2499377,47.3099075,sarmenstorfschulhaus
"Sarmenstorf, Vorstadt",bus station,340|N32,8.2469083,47.3150919,sarmenstorfvorstadt|vorstadt
Schaffhausen,train station,IC|RE3|RE48|S|S1|S9|S12|S24|S33|S62|S64|S65|SN3|SN65,8.632284,47.6986823,
Schaffhausen (Schifflände),bus station,6|8|25|3820|N3,8.641,47.6953,schaffhausenschifflande
"Schaffhausen, Alpenblick",bus station,1,8.6533,47.7053,schaffhausenalpenblick
"Schaffhausen, Bachstrasse",bus station,8|25|630|632|634|N69,8.6381265,47.6960498,schaffhausen bachstr|schaffhausenbachstrasse
"Schaffhausen, Bahnhof",bus station,1|3|4|5|6|7|8|8R|21|22|23|24|25|42|630|632|634|N1|N2|N3|N4|N69|N76|N77,8.6336499,47.698992,schaffhausenbahnhof
"Schaffhausen, Bahnhof Nord",bus station,10|22|23|EV1|EV2|EV3|EV4|EV5|EV6|EV 1,8.6317315,47.6995874,schaffhausenbahnhofnord
"Schaffhausen, Belairpark",bus station,7,8.6221,47.7025,belairpark|schaffhausenbelairpark
"Schaffhausen, Birch",bus station,4,8.6308,47.7164,birch|schaffhausenbirch
"Schaffhausen, Birkenstr.",bus station,1|N3,8.6502,47.7042,birkenstr|schaffhausenbirkenstr
"Schaffhausen, Bruderhöfli",bus station,6|N3,8.6518,47.6954,bruderhofli|schaffhausenbruderhofli
"Schaffhausen, Brüggli",bus station,1|N4,8.627,47.6931,bruggli|schaffhausenbruggli
"Schaffhausen, Buchthalen",bus station,6|N3,8.6572,47.6976,buchthalen|schaffhausenbuchthalen
"Schaffhausen, Busdepot",bus station,9|N3,8.6555,47.7125,busdepot|schaffhausenbusdepot
"Schaffhausen, Cilag",bus station,3|N2,8.6403,47.7109,cilag|schaffhausencilag
"Schaffhausen, CMC",bus station,5|24|N76,8.641,47.7087,cmc|schaffhausencmc
"Schaffhausen, Durach",bus station,3|6|N2,8.634,47.7002,durach|schaffhausendurach
"Schaffhausen, Dürstlingweg",bus station,N3,8.654,47.699,durstlingweg|schaffhausendurstlingweg
"Schaffhausen, Ebnat",bus station,1|9|N3,8.6449,47.7076,ebnat|schaffhausenebnat
"Schaffhausen, Ebnatring",bus station,9|N3,8.6504,47.7099,ebnatring|schaffhausenebnatring
"Schaffhausen, Falkeneck",bus station,5|6|10|24|N76,8.6535,47.7173,falkeneck|schaffhausenfalkeneck
"Schaffhausen, Feldstrasse",bus station,4,8.6436,47.6994,schaffhausen feldstr|schaffhausenfeldstrasse
"Schaffhausen, Felsentäli",bus station,4,8.6303,47.7124,felsentali|schaffhausenfelsentali
"Schaffhausen, Feuerwehrzentrum",bus station,1|4|5|24|N3|N76,8.6366,47.7012,feuerwehrzentrum|schaffhausenfeuerwehrzentrum
"Schaffhausen, Finsterwaldstr.",bus station,3|6|N2,8.638,47.7081,finsterwaldstr|schaffhausenfinsterwaldstr
"Schaffhausen, Frohberg",bus station,4,8.6398,47.7013,schaffhausenfrohberg
"Schaffhausen, Fulachbrücke",bus station,5|24|N76,8.6415,47.711,fulachbrucke|schaffhausenfulachbrucke
"Schaffhausen, Geissberg",bus station,6|N2,8.6331,47.7054,geissberg|schaffhausengeissberg
"Schaffhausen, Geisshof",bus station,6|N2,8.6323,47.7067,geisshof|schaffhausengeisshof
"Schaffhausen, Gemsstübli",bus station,3|24|N2,8.6422,47.7131,gemsstubli|schaffhausengemsstubli
"Schaffhausen, Gewerbezentrum",bus station,10|23,8.6305,47.7082,gewerbezentrum|schaffhausengewerbezentrum
"Schaffhausen, Glockengut",bus station,5|24|N76,8.6562,47.7197,glockengut|schaffhausenglockengut
"Schaffhausen, Grafenbuckstieg",bus station,6|N2,8.6383,47.7113,grafenbuckstieg|schaffhausengrafenbuckstieg
"Schaffhausen, Grenzstrasse",bus station,4,8.6477,47.6989,grenzstr|grenzstrasse|schaffhausen grenzstr|schaffhausengrenzstrasse
"Schaffhausen, Gruben",bus station,4|N3,8.6495,47.7021,gruben|schaffhausengruben
"Schaffhausen, Grubenstieg",bus station,4,8.6428,47.7027,grubenstieg|schaffhausengrubenstieg
"Schaffhausen, Gräfler",bus station,3|6|10|23|N2,8.6504,47.719,grafler|schaffhausengrafler
"Schaffhausen, Grünau",bus station,5|24|N76,8.6479,47.7132,schaffhausengrunau
"Schaffhausen, Heuberg",bus station,3|22|N1,8.6209,47.7159,heuberg|schaffhausenheuberg
"Schaffhausen, Hohenstoffel",bus station,1|N3,8.6445,47.7052,hohenstoffel|schaffhausenhohenstoffel
"Schaffhausen, Hohlenbaum",bus station,3|N1,8.6189,47.7062,hohlenbaum|schaffhausenhohlenbaum
"Schaffhausen, Hornbergstieg",bus station,3|6|N2,8.6364,47.7053,hornbergstieg|schaffhausenhornbergstieg
"Schaffhausen, Huus Emmersberg",bus station,4,8.642,47.6983,huus emmersberg|huusemmersberg|schaffhausenhuusemmersberg
"Schaffhausen, Im Freien",bus station,8|8R,8.6613,47.6916,im freien|imfreien|schaffhausenimfreien
"Schaffhausen, J.J.Wepferstr.",bus station,6,8.6381,47.7132,j j wepferstr|jjwepferstr|schaffhausenjjwepferstr
"Schaffhausen, Kantonsspital",bus station,6,8.6352,47.7121,schaffhausenkantonsspital
"Schaffhausen, Kegelgässchen",bus station,6|N3,8.6466,47.6953,kegelgasschen|schaffhausenkegelgasschen
"Schaffhausen, Kinepolis",bus station,9|N3,8.6567,47.7137,kinepolis|schaffhausenkinepolis
"Schaffhausen, Klingenstrasse",bus station,6|N2,8.634,47.7081,klingenstr|klingenstrasse|schaffhausen klingenstr|schaffhausenklingenstrasse
"Schaffhausen, Kreuz",bus station,1|21|N4|N77,8.6244,47.6928,schaffhausenkreuz
"Schaffhausen, Kronenhalde",bus station,1|N3,8.6423,47.7063,kronenhalde|schaffhausenkronenhalde
"Schaffhausen, KSS Freizeitpark",bus station,3|N1,8.6227,47.7063,kss freizeitpark|kssfreizeitpark|schaffhausenkssfreizeitpark
"Schaffhausen, Künzleheim",bus station,4|21,8.6413,47.6999,kunzleheim|schaffhausenkunzleheim
"Schaffhausen, Lindli",bus station,8|8R|25,8.6522,47.6923,lindli|schaffhausenlindli
"Schaffhausen, Mühlentor",bus station,1|6|21|25|630|632|634|N3|N4|N69|N77,8.6321675,47.6935118,muhlentor|schaffhausenmuhlentor
"Schaffhausen, Neubrunn",bus station,3|22|N1,8.6259,47.7088,schaffhausenneubrunn
"Schaffhausen, Niklausen",bus station,1|N3,8.6481,47.7051,niklausen|schaffhausenniklausen
"Schaffhausen, Nordstrasse",bus station,4|22|N1,8.6274,47.7042,schaffhausen nordstr|schaffhausennordstrasse
"Schaffhausen, Pilgerbrunnen",bus station,4,8.6309,47.7137,pilgerbrunnen|schaffhausenpilgerbrunnen
"Schaffhausen, Pilgerweg",bus station,6|N2,8.636,47.7095,schaffhausenpilgerweg
"Schaffhausen, Plattenhalde",bus station,3|22|N1,8.6245,47.7124,plattenhalde|schaffhausenplattenhalde
"Schaffhausen, Plattenweg",bus station,4,8.6288,47.7095,plattenweg|schaffhausenplattenweg
"Schaffhausen, Promenade",bus station,3|4|7|22|N1|N4,8.6296,47.6957,promenade|schaffhausenpromenade
"Schaffhausen, Psychiatriezentr",bus station,4|22|N1,8.6276,47.7067,psychiatriezentr|schaffhausenpsychiatriezentr
"Schaffhausen, Quellenstrasse",bus station,3|N1,8.6176,47.7028,schaffhausen quellenstr|schaffhausenquellenstrasse
"Schaffhausen, Rebhangstr.",bus station,8|8R,8.6564,47.6911,rebhangstr|schaffhausenrebhangstr
"Schaffhausen, Rheinbühl",bus station,25,8.6549,47.6898,rheinbuhl|schaffhausenrheinbuhl
"Schaffhausen, Rheinhalde Mitte",bus station,25,8.6592,47.6881,rheinhalde mitte|rheinhaldemitte|schaffhausenrheinhaldemitte
"Schaffhausen, Rhybadi",bus station,6|25|630|632|634|N3|N69,8.6380493,47.6944046,rhybadi|schaffhausenrhybadi
"Schaffhausen, Riet",bus station,3|N1,8.6157,47.7047,schaffhausenriet
"Schaffhausen, Rosenbergstr.",bus station,4,8.6471,47.6971,schaffhausenrosenbergstr
"Schaffhausen, Rosentalgässchen",bus station,8|25,8.6475,47.6941,rosentalgasschen|schaffhausenrosentalgasschen
"Schaffhausen, Sandlöchli",bus station,3|24|N2,8.6483,47.7167,sandlochli|schaffhausensandlochli
"Schaffhausen, Schweizersbild",bus station,6|10|N2,8.6469,47.7199,schaffhausenschweizersbild|schweizersbild
"Schaffhausen, Schönenberg",bus station,1|5|24|N3|N76,8.6395,47.7064,schaffhausenschonenberg|schonenberg
"Schaffhausen, Schützenhaus",bus station,3|4|7|22|N1|N4,8.6264,47.7002,schaffhausenschutzenhaus
"Schaffhausen, Seidenhof",bus station,3|6|N2,8.6349,47.7021,schaffhausenseidenhof|seidenhof
"Schaffhausen, Sennerei",bus station,5|24|N76,8.6507,47.7146,schaffhausensennerei
"Schaffhausen, Sommerwies",bus station,3|22|N1,8.6187,47.7182,schaffhausensommerwies|sommerwies
"Schaffhausen, Spendtrottengut",bus station,6|N3,8.6545,47.6973,schaffhausenspendtrottengut|spendtrottengut
"Schaffhausen, Spiegelgutstr.",bus station,6|N2,8.6427,47.7184,schaffhausenspiegelgutstr|spiegelgutstr
"Schaffhausen, Spitalstrasse",bus station,7|21|22|N77,8.6315,47.6978,schaffhausen spitalstr|schaffhausenspitalstrasse
"Schaffhausen, St. Peter",bus station,6|10,8.6504,47.7173,schaffhausenstpeter|st peter|stpeter
"Schaffhausen, Stahlgiesserei",bus station,10|23,8.6298,47.7044,schaffhausenstahlgiesserei|stahlgiesserei
"Schaffhausen, Steigbrunnen",bus station,3|4|7|22|N1|N4,8.6276,47.6985,schaffhausensteigbrunnen|steigbrunnen
"Schaffhausen, Steingut",bus station,3|N2,8.6448,47.7145,schaffhausensteingut|steingut
"Schaffhausen, Stimmerstrasse",bus station,4|N3,8.6457,47.7033,schaffhausen stimmerstr|schaffhausenstimmerstrasse|stimmerstr|stimmerstrasse
"Schaffhausen, Stokarbergstr.",bus station,7|N4,8.6194,47.6974,schaffhausenstokarbergstr|stokarbergstr
"Schaffhausen, Säntisstrasse",bus station,4,8.6447,47.6968,schaffhausen santisstr|schaffhausensantisstrasse
"Schaffhausen, Talberg",bus station,10|23,8.632,47.7165,schaffhausentalberg|talberg
"Schaffhausen, Vögelingässchen",bus station,8|8R,8.6597,47.6906,schaffhausenvogelingasschen|vogelingasschen
"Schaffhausen, Waldfriedhof",bus station,1,8.6512,47.7075,schaffhausenwaldfriedhof|waldfriedhof
"Schaffhausen, Wiesenweg",bus station,6|N2,8.6353,47.7061,schaffhausenwiesenweg|wiesenweg
"Schaffhausen, Wiesli",bus station,3|7|N1|N4,8.6212,47.7012,schaffhausenwiesli
"Schaffhausen, Winkelriedstr.",bus station,4|N3,8.651,47.7,schaffhausenwinkelriedstr
"Schaffhausen, Zündelgut",bus station,4,8.6508,47.6989,schaffhausenzundelgut|zundelgut
"Schaffhausen,E. Homberger-Str.",bus station,9,8.6577,47.7153,e homberger str|ehombergerstr|schaffhausenehombergerstr
"Schaffhausen,Rheinhalde Grenze",bus station,25,8.6636,47.6864,rheinhalde grenze|rheinhaldegrenze|schaffhausenrheinhaldegrenze
"Schalchen, altes Schulhaus",bus station,833,8.8282869,47.4072835,schalchenaltesschulhaus
Scheuren,train station,18|S18|SN18,8.6595615,47.3226088,
"Scheuren, Station",bus station,18|EV,8.6591143,47.3227215,scheurenstation
"Schienen, Schienerbergstrasse",station,200S|201,8.9002,47.6875,schienen schienerbergstr|schienenschienerbergstrasse|schienerbergstrasse
"Schienen, Schrotzburg Abzw.",bus station,200S|201,8.9089,47.6985,schienenschrotzburgabzw|schrotzburg abzw|schrotzburgabzw
"Schindellegi, Aesch",bus station,190|N40,8.7071778,47.1820134,schindellegiaesch
"Schindellegi, Chaltenboden",bus station,507,8.7279475,47.1678388,chaltenboden|schindellegichaltenboden
"Schindellegi, Kirche",bus station,190|N40,8.7119104,47.1746294,schindellegikirche
"Schindellegi, Pauli",bus station,190|N29,8.7161248,47.1837136,pauli|schindellegipauli
"Schindellegi, Schulhaus",station,,8.7146125,47.175634,schindellegischulhaus
"Schindellegi, Schwandweg",bus station,190|N40,8.7101565,47.1824303,schindellegischwandweg|schwandweg
"Schindellegi, Sihlegg",bus station,190|N29,8.7101939,47.1840042,schindellegisihlegg|sihlegg
"Schindellegi, Sunnestrahl",bus station,190|N40,8.7058001,47.1795547,schindellegisunnestrahl|sunnestrahl
Schindellegi-Feusisberg,train station,40|RE|RE25|S13|S40|SN13|VAE,8.7091175,47.1764595,schindellegifeusisberg
"Schindellegi-Feusisberg, Bhf.",bus station,190|N40,8.7095376,47.1763739,schindellegifeusisbergbhf
"Schlatt b. D'hofen, Bahnhof",station,,8.6874168,47.6795205,schlattbdhofenbahnhof
"Schlatt b. D'hofen, Bistro",station,,8.7025217,47.6606126,bistro|schlattbdhofenbistro
"Schlatt b. D'hofen, Held",station,,8.6927657,47.6736794,schlattbdhofenheld
"Schlatt b. D'hofen, Post",station,,8.702,47.661068,schlattbdhofenpost
"Schlatt b. D'hofen, Turnhallen",station,,8.7040374,47.6627548,schlattbdhofenturnhallen|turnhallen
"Schlatt b. D'hofen, Wiesenth",station,,8.6984777,47.6674744,schlattbdhofenwiesenth|wiesenth
Schlatt TG,train station,S1|SN3,8.6875,47.6795,schlatttg
"Schlatt TG, Bahnhof",bus station,848|EV1|EV3|EV 1,8.6876,47.6793,schlatttgbahnhof
"Schlatt TG, Dickihof",bus station,847|848,8.7234,47.6476,dickihof|schlatttgdickihof
"Schlatt TG, Gemeindehaus",bus station,847|848,8.7025,47.6608,schlatttggemeindehaus
"Schlatt TG, Held",bus station,848,8.6927,47.6738,schlatttgheld
"Schlatt TG, Mettschlatt",bus station,847|848,8.6985,47.6561,mettschlatt|schlatttgmettschlatt
"Schlatt TG, Turnhallenstrasse",bus station,848,8.7029,47.6637,schlatt tg turnhallenstr|schlatttgturnhallenstrasse|turnhallenstr|turnhallenstrasse
"Schlatt ZH, Berg b.Waltenstein",bus station,680,8.8154349,47.4801115,berg b waltenstein|bergbwaltenstein|schlattzhbergbwaltenstein
"Schlatt ZH, Oberschlatt",bus station,680|682,8.8472075,47.4638342,oberschlatt|schlattzhoberschlatt
"Schlatt ZH, Schulhaus",bus station,680,8.8277674,47.4732176,schlattzhschulhaus
"Schlatt ZH, Unterschlatt",bus station,680,8.8278113,47.469313,schlattzhunterschlatt|unterschlatt
"Schlatt ZH, Waltenstein",bus station,680,8.8197826,47.47943,schlattzhwaltenstein|waltenstein
Schlattingen,train station,S1|SN3,8.7704,47.6666,
"Schlattingen, Hauptstrasse",bus station,823|EV1|EV3|EV 1,8.768957,47.665879,schlattingen hauptstr|schlattingenhauptstrasse
"Schleinikon, Dachsleren",bus station,555|N51,8.392191,47.4980171,dachsleren|schleinikondachsleren
"Schleinikon, Gemeindehaus",bus station,555|N51,8.3958675,47.4972852,schleinikongemeindehaus
"Schleinikon, Wasen",bus station,555|N51,8.3981821,47.5027257,schleinikonwasen|wasen
Schlieren,train station,EXT|RE12|S5|S11|S12|SN|SN1|SN11,8.4469014,47.3994025,
"Schlieren, Am Rietpark",bus station,317,8.4436127,47.4013381,am rietpark|amrietpark|schlierenamrietpark
"Schlieren, Bahnhof",bus station,302|307|317|N30|N34,8.4485447,47.3994332,schlierenbahnhof
"Schlieren, Bahnhof Nord",bus station,307,8.4489064,47.4010401,schlierenbahnhofnord
"Schlieren, Brunngasse",bus station,201|302,8.4480402,47.3965772,schlierenbrunngasse
"Schlieren, Feldstrasse",bus station,302|N30,8.4478905,47.4033607,schlieren feldstr|schlierenfeldstrasse
"Schlieren, Gasometerbrücke",tram station,2|20|N17,8.4603159,47.3977286,gasometerbrucke|schlierengasometerbrucke
"Schlieren, Geissweid",tram station,2|20|N17|N34|N36,8.4442219,47.3978158,geissweid|schlierengeissweid
"Schlieren, Goldschlägistrasse",bus station,317,8.439349,47.4007544,goldschlagistr|goldschlagistrasse|schlieren goldschlagistr|schlierengoldschlagistrasse
"Schlieren, Heimeliweg",bus station,302,8.4374842,47.3945641,heimeliweg|schlierenheimeliweg
"Schlieren, Industrie Gaswerk",bus station,307,8.4630141,47.4009519,industrie gaswerk|industriegaswerk|schlierenindustriegaswerk
"Schlieren, Kampstrasse",bus station,201,8.4484614,47.3936411,kampstr|kampstrasse|schlieren kampstr|schlierenkampstrasse
"Schlieren, Kesslerplatz",tram station,20|N34|N36,8.4388694,47.3963781,kesslerplatz|kesslerplz|schlieren kesslerplz|schlierenkesslerplatz
"Schlieren, Meuchwis",bus station,317,8.4355082,47.400104,meuchwis|schlierenmeuchwis
"Schlieren, Mülligen",tram station,2|20|N17,8.4667598,47.3959624,mulligen|schlierenmulligen
"Schlieren, Nassacker",bus station,302,8.4417418,47.394851,nassacker|schlierennassacker
"Schlieren, Reitmen",tram station,20|N34|N36,8.4307236,47.3971499,reitmen|schlierenreitmen
"Schlieren, Rütistrasse",bus station,307,8.4536311,47.4007828,schlieren rutistr|schlierenrutistrasse
"Schlieren, Spital Limmattal",tram station,20|302|EV1,8.4285642,47.39429,schlierenspitallimmattal|spital limmattal|spitallimmattal
"Schlieren, Steinacker",station,,8.4263738,47.3961797,schlierensteinacker
"Schlieren, Talacker-Windegg",bus station,302|N30,8.447814,47.4056191,schlierentalackerwindegg|talacker windegg|talackerwindegg
"Schlieren, Wagonsfabrik",tram station,2|20|N17,8.454184,47.3985112,schlierenwagonsfabrik|wagonsfabrik
"Schlieren, Zentrum/Bahnhof",tram station,2|20|201|302|307|317|EV1|EV2|N17|N30|N34|N36,8.4484215,47.3978241,schlierenzentrumbahnhof|zentrum bahnhof|zentrumbahnhof
Schloss Laufen am Rheinfall,train station,S12|S33|SN3,8.6142993,47.6765418,schlosslaufenamrheinfall
"Schloss Laufen, Lauferstrasse",bus station,EV1|EV4|EV5|EV6,8.6151,47.6746,lauferstr|lauferstrasse|schloss laufen lauferstr|schlosslaufenlauferstrasse
"Schloss Laufen, Rheinfall",station,,8.6150342,47.6754551,rheinfall|schlosslaufenrheinfall
Schmerikon,train station,EXT|IR35|S4|S6|S17|VAE,8.9433936,47.225165,
Schmerikon (See),station,3730,8.9402863,47.2245578,schmerikonsee
"Schmerikon, Bahnhof",bus station,623|630|EV1|EV2|N63,8.9435,47.2258,schmerikonbahnhof
"Schmerikon, Lanzenmoosstrasse",bus station,623|630|N63,8.9496,47.2262,lanzenmoosstr|lanzenmoosstrasse|schmerikon lanzenmoosstr|schmerikonlanzenmoosstrasse
"Schmerikon, Seeblick",bus station,623|630,8.9325,47.226,schmerikonseeblick|seeblick
"Schmidrüti, Buchenenstock",bus station,807,8.911967,47.4154495,buchenenstock|schmidrutibuchenenstock
"Schmidrüti, Dorf",bus station,807,8.9037826,47.4151847,schmidrutidorf
"Schneisingen, Kreuzhof",bus station,354,8.3731,47.532,kreuzhof|schneisingenkreuzhof
"Schneisingen, Mitteldorf",bus station,354|355|N51,8.3636961,47.5194213,schneisingenmitteldorf
"Schneisingen, Murzlen",bus station,352|354|355|EV1|N73,8.3643,47.5122,murzlen|schneisingenmurzlen
"Schneisingen, Oberdorf",bus station,354|355,8.3577,47.5224,schneisingenoberdorf
Schottikon,train station,S12|S35|SN21,8.8117074,47.5001973,
"Schottikon, Bahnhof",bus station,EV1|EV4,8.8122,47.4999,schottikonbahnhof
Schwerzenbach ZH,train station,S|S5|S9|S14|SN9,8.6587605,47.3841818,schwerzenbachzh
"Schwerzenbach ZH, Bahnhof",bus station,704|705|706|720|721|725|726|727|N72|N74,8.6595506,47.3839845,schwerzenbachzhbahnhof
"Schwerzenbach ZH, Dorf",bus station,704|705|706|N74,8.6520014,47.3805019,schwerzenbachzhdorf
"Schöfflisdorf, Gemeindehaus",bus station,N51,8.4157002,47.499674,schofflisdorfgemeindehaus
"Schöfflisdorf-O'weningen, Bhf.",bus station,555,8.4122333,47.4980752,schofflisdorfoweningenbhf
"Schöfflisdorf-Oberwen, Bahnhof",bus station,555|EV1,8.4118,47.4981,schofflisdorfoberwenbahnhof
Schöfflisdorf-Oberweningen,train station,S15,8.4119251,47.4979159,schofflisdorfoberweningen
"Schönenberg ZH, Aesch",bus station,150,8.6229809,47.2003534,schonenbergzhaesch
"Schönenberg ZH, Dorfhuus",bus station,150|160|E|N28,8.644144,47.1929731,dorfhuus|schonenbergzhdorfhuus
"Schönenberg ZH, Mühlestalden",bus station,150|160|E|N28,8.6551611,47.199829,muhlestalden|schonenbergzhmuhlestalden
"Schönenberg ZH, Müsli",bus station,150,8.6223802,47.2054152,musli|schonenbergzhmusli
"Schönenberg ZH, Neubad",bus station,150,8.6361135,47.1938576,neubad|schonenbergzhneubad
"Schönenberg ZH, Sonne",bus station,150|160|E|N28,8.645495,47.1902692,schonenbergzhsonne
"Schönenberg ZH, Tanne",bus station,150|160|E|N28,8.6602831,47.2027523,schonenbergzhtanne|tanne
"Schönenberg ZH, Wolfbühl",bus station,150|160|E|N28,8.652219,47.1841804,schonenbergzhwolfbuhl|wolfbuhl
"Schönenberg ZH, Zweierhof",bus station,150|160|E|N28,8.6491214,47.1971489,schonenbergzhzweierhof|zweierhof
Schübelbach-Buttikon,train station,EXT|IR35|S|S2|S8|S25|S27,8.9385823,47.1760808,schubelbachbuttikon
"Seegräben, Gemeindehaus",bus station,846,8.769466,47.3436037,seegrabengemeindehaus
Sennhof-Kyburg,train station,S11|S26,8.7602909,47.4652106,sennhofkyburg
"Sennhof-Kyburg, Bahnhof",bus station,EV1,8.7589,47.4657,sennhofkyburgbahnhof
"Sennhof-Kyburg, Bhf",station,,8.7588822,47.4656405,sennhofkyburgbhf
Seuzach,train station,S11|S29,8.7390278,47.5357844,
"Seuzach, Alterszentrum",bus station,679,8.727634,47.5358938,seuzachalterszentrum
"Seuzach, Bahnhof",bus station,612|674|679|EV1|EV2|EV 1|N63,8.739063,47.5355951,seuzachbahnhof
